timestamp,hum_pressure,hum_temp,hum_rel_hum,hum_hum_temp,hum_time,hum_longitude,hum_latitude,hum_altitude,hum_sat,pom_ozone,pom_cell_temp,pom_cell_pressure,pom_photo_volt,pom_power_supply,pom_latitude,pom_longitude,pom_altitude
2023-08-26 19:15:31,100604.0,2976.0,603.0,3081.0,-999.0,348115876.0,319102676.0,45391.0,10.0,47.6,311.9,741.6,0.9946,12.1,0.0,0.0,0.0
2023-08-26 19:15:32,100600.0,2968.0,603.0,3081.0,-999.0,348115885.0,319102674.0,44641.0,10.0,47.6,311.9,741.6,0.9946,12.1,0.0,0.0,0.0
2023-08-26 19:15:33,100602.0,2965.0,603.0,3080.0,-999.0,348115885.0,319102675.0,44114.0,11.0,47.6,311.9,741.6,0.9946,12.1,0.0,0.0,0.0
2023-08-26 19:15:34,100601.0,2963.0,603.0,3081.0,-999.0,348115882.0,319102669.0,43479.0,12.0,47.6,311.9,741.6,0.9946,12.1,0.0,0.0,0.0
2023-08-26 19:15:35,100604.0,2961.0,603.0,3080.0,-999.0,348115893.0,319102681.0,43196.0,10.0,47.6,311.9,741.6,0.9946,12.1,0.0,0.0,0.0
2023-08-26 19:15:36,100599.0,2964.0,604.0,3080.0,-999.0,348115904.0,319102687.0,43180.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:37,100603.0,2968.0,603.0,3080.0,-999.0,348115910.0,319102702.0,43870.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:38,100600.0,2972.0,603.0,3081.0,-999.0,348115908.0,319102695.0,43392.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:39,100602.0,2974.0,603.0,3081.0,-999.0,348115893.0,319102697.0,42752.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:40,100607.0,2980.0,602.0,3081.0,-999.0,348115880.0,319102722.0,43072.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:41,100599.0,2978.0,602.0,3081.0,-999.0,348115899.0,319102736.0,42466.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:42,100604.0,2982.0,602.0,3083.0,-999.0,348115928.0,319102758.0,42306.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:43,100604.0,2982.0,602.0,3081.0,-999.0,348115950.0,319102780.0,42183.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:44,100602.0,2986.0,602.0,3083.0,-999.0,348115975.0,319102784.0,41941.0,11.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:45,100602.0,2984.0,602.0,3083.0,-999.0,348115994.0,319102786.0,41690.0,10.0,48.1,312.0,741.5,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:46,100607.0,2980.0,602.0,3083.0,-999.0,348116003.0,319102841.0,42546.0,11.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:47,100600.0,2982.0,602.0,3083.0,-999.0,348116009.0,319102870.0,42515.0,11.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:48,100604.0,2980.0,602.0,3083.0,-999.0,348116003.0,319102858.0,42340.0,11.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:49,100599.0,2986.0,602.0,3084.0,-999.0,348116054.0,319102851.0,40862.0,11.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:50,100600.0,2982.0,602.0,3084.0,-999.0,348116057.0,319102842.0,41193.0,10.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:51,100604.0,2976.0,602.0,3084.0,-999.0,348116055.0,319102801.0,40491.0,10.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:52,100607.0,2978.0,602.0,3086.0,-999.0,348116038.0,319102791.0,40747.0,11.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
2023-08-26 19:15:53,100603.0,2976.0,602.0,3084.0,-999.0,348116064.0,319102799.0,40238.0,11.0,48.5,312.0,739.4,0.9947,12.1,0.0,0.0,0.0
