timestamp,hum_pressure,hum_temp,hum_rel_hum,hum_hum_temp,hum_time,hum_longitude,hum_latitude,hum_altitude,hum_sat,pom_ozone,pom_cell_temp,pom_cell_pressure,pom_photo_volt,pom_power_supply,pom_latitude,pom_longitude,pom_altitude
2023-08-26 06:58:15,100603.0,2573.0,748.0,2639.0,-999.0,348114900.0,319102932.0,50738.0,10.0,29.8,309.0,738.8,0.9925,12.0,0.0,0.0,0.0
2023-08-26 06:58:16,100605.0,2571.0,748.0,2637.0,-999.0,348114881.0,319102975.0,52624.0,10.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:17,100607.0,2571.0,748.0,2639.0,-999.0,348114952.0,319103044.0,55011.0,9.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:18,100608.0,2574.0,749.0,2637.0,-999.0,348114943.0,319103089.0,54422.0,8.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:19,100605.0,2578.0,748.0,2637.0,-999.0,348114949.0,319103137.0,54993.0,8.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:20,100601.0,2579.0,749.0,2637.0,-999.0,348114956.0,319103201.0,54715.0,8.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:21,100610.0,2588.0,748.0,2639.0,-999.0,348114965.0,319103225.0,54394.0,10.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:22,100611.0,2579.0,748.0,2639.0,-999.0,348114961.0,319103194.0,54880.0,9.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:23,100606.0,2584.0,748.0,2639.0,-999.0,348114914.0,319103193.0,55418.0,9.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:24,100600.0,2584.0,749.0,2640.0,-999.0,348114996.0,319103169.0,55356.0,10.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:25,100602.0,2584.0,748.0,2639.0,-999.0,348115084.0,319103108.0,55673.0,10.0,30.3,309.0,741.5,0.9924,12.0,0.0,0.0,0.0
2023-08-26 06:58:26,100602.0,2586.0,747.0,2640.0,-999.0,348115127.0,319103099.0,58705.0,10.0,30.3,309.0,740.3,0.9922,12.0,0.0,0.0,0.0
2023-08-26 06:58:27,100600.0,2584.0,747.0,2640.0,-999.0,348115155.0,319103057.0,56504.0,10.0,30.3,309.0,740.3,0.9922,12.0,0.0,0.0,0.0
2023-08-26 06:58:28,100606.0,2586.0,747.0,2642.0,-999.0,348115156.0,319103085.0,58056.0,10.0,30.3,309.0,740.3,0.9922,12.0,0.0,0.0,0.0
2023-08-26 06:58:29,100606.0,2589.0,747.0,2642.0,-999.0,348115164.0,319103153.0,59913.0,9.0,30.3,309.0,740.3,0.9922,12.0,0.0,0.0,0.0
