timestamp,hum_pressure,hum_temp,hum_rel_hum,hum_hum_temp,hum_time,hum_longitude,hum_latitude,hum_altitude,hum_sat,pom_ozone,pom_cell_temp,pom_cell_pressure,pom_photo_volt,pom_power_supply,pom_latitude,pom_longitude,pom_altitude
2023-08-26 05:46:33,100575.0,2537.0,757.0,2611.0,-999.0,348114550.0,319102883.0,40100.0,9.0,27.1,308.9,739.1,0.9987,12.0,0.0,0.0,99.9
2023-08-26 05:46:34,100578.0,2537.0,757.0,2611.0,-999.0,348114544.0,319102875.0,39185.0,9.0,27.1,308.9,739.1,0.9987,12.0,0.0,0.0,99.9
2023-08-26 05:46:35,100578.0,2535.0,757.0,2611.0,-999.0,348114600.0,319102908.0,39285.0,9.0,27.1,308.9,739.1,0.9987,12.0,0.0,0.0,99.9
2023-08-26 05:46:36,100576.0,2538.0,757.0,2611.0,-999.0,348114626.0,319102944.0,40417.0,9.0,27.1,308.9,739.1,0.9987,12.0,0.0,0.0,99.9
2023-08-26 05:46:37,100579.0,2537.0,757.0,2611.0,-999.0,348114629.0,319102959.0,39729.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:38,100581.0,2535.0,757.0,2611.0,-999.0,348114606.0,319102953.0,39048.0,8.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:39,100579.0,2537.0,757.0,2611.0,-999.0,348114573.0,319102923.0,36645.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:40,100573.0,2537.0,757.0,2610.0,-999.0,348114527.0,319102901.0,36020.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:41,100578.0,2535.0,757.0,2611.0,-999.0,348114516.0,319102883.0,35501.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:42,100577.0,2538.0,757.0,2610.0,-999.0,348114517.0,319102870.0,34356.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:43,100577.0,2540.0,757.0,2611.0,-999.0,348114463.0,319102849.0,33660.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:44,100575.0,2538.0,757.0,2610.0,-999.0,348114445.0,319102852.0,33494.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:46,100574.0,2538.0,758.0,2610.0,-999.0,348114487.0,319102854.0,33223.0,9.0,26.9,308.9,741.1,0.9987,12.0,0.0,0.0,0.0
2023-08-26 05:46:47,100577.0,2540.0,758.0,2610.0,-999.0,348114532.0,319102855.0,33162.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:48,100577.0,2549.0,758.0,2610.0,-999.0,348114560.0,319102841.0,33145.0,8.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:49,100581.0,2545.0,759.0,2610.0,-999.0,348114548.0,319102815.0,35247.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:50,100576.0,2538.0,759.0,2610.0,-999.0,348114468.0,319102779.0,37361.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:51,100580.0,2540.0,759.0,2608.0,-999.0,348114391.0,319102748.0,39215.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:52,100576.0,2545.0,760.0,2610.0,-999.0,348114387.0,319102751.0,40908.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:53,100579.0,2542.0,760.0,2610.0,-999.0,348114452.0,319102821.0,42161.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:54,100576.0,2539.0,760.0,2610.0,-999.0,348114520.0,319102889.0,43403.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:55,100576.0,2538.0,760.0,2610.0,-999.0,348114555.0,319102918.0,44740.0,8.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:56,100576.0,2535.0,760.0,2610.0,-999.0,348114624.0,319102932.0,44860.0,9.0,27.1,308.9,739.7,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:57,100575.0,2537.0,760.0,2608.0,-999.0,348114696.0,319102960.0,45779.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:58,100578.0,2532.0,760.0,2611.0,-999.0,348114746.0,319102984.0,46543.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:46:59,100577.0,2540.0,760.0,2610.0,-999.0,348114729.0,319102942.0,46090.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:47:00,100577.0,2542.0,760.0,2610.0,-999.0,348114703.0,319102933.0,47396.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:47:01,100576.0,2535.0,760.0,2610.0,-999.0,348114672.0,319102936.0,47884.0,8.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:47:02,100577.0,2542.0,760.0,2610.0,-999.0,348114643.0,319102936.0,49415.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:47:03,100577.0,2547.0,760.0,2611.0,-999.0,348114649.0,319102922.0,48523.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:47:04,100577.0,2548.0,760.0,2611.0,-999.0,348114689.0,319102926.0,48382.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
2023-08-26 05:47:05,100577.0,2552.0,760.0,2611.0,-999.0,348114683.0,319102904.0,47803.0,9.0,27.2,308.9,740.5,0.9986,12.0,0.0,0.0,0.0
