timestamp,hum_pressure,hum_temp,hum_rel_hum,hum_hum_temp,hum_time,hum_longitude,hum_latitude,hum_altitude,hum_sat,pom_ozone,pom_cell_temp,pom_cell_pressure,pom_photo_volt,pom_power_supply,pom_latitude,pom_longitude,pom_altitude
2023-08-26 20:49:36,100645.0,2908.0,647.0,2997.0,-999.0,348115965.0,319103443.0,58209.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:37,100651.0,2912.0,647.0,2997.0,-999.0,348115943.0,319103444.0,57153.0,10.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:38,100653.0,2914.0,647.0,2997.0,-999.0,348115918.0,319103509.0,57333.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:39,100654.0,2914.0,647.0,2997.0,-999.0,348115915.0,319103551.0,55915.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:40,100654.0,2910.0,647.0,2998.0,-999.0,348115882.0,319103616.0,56705.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:41,100655.0,2908.0,647.0,2997.0,-999.0,348115854.0,319103659.0,56357.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:42,100655.0,2912.0,647.0,2997.0,-999.0,348115831.0,319103734.0,55141.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:43,100654.0,2912.0,647.0,2996.0,-999.0,348115791.0,319103815.0,55436.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:44,100651.0,2901.0,648.0,2996.0,-999.0,348115793.0,319103836.0,54842.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:45,100653.0,2894.0,648.0,2994.0,-999.0,348115798.0,319103837.0,55429.0,11.0,41.3,310.9,739.3,0.9792,12.1,0.0,0.0,0.0
2023-08-26 20:49:46,100650.0,2893.0,648.0,2996.0,-999.0,348115791.0,319103827.0,55980.0,11.0,41.4,311.0,740.0,0.9794,12.1,0.0,0.0,0.0
2023-08-26 20:49:47,100654.0,2889.0,648.0,2994.0,-999.0,348115805.0,319103834.0,55503.0,11.0,41.4,311.0,740.0,0.9794,12.1,0.0,0.0,0.0
2023-08-26 20:49:48,100652.0,2889.0,648.0,2994.0,-999.0,348115812.0,319103851.0,55633.0,11.0,41.4,311.0,740.0,0.9794,12.1,0.0,0.0,0.0
2023-08-26 20:49:49,100649.0,2880.0,649.0,2993.0,-999.0,348115798.0,319103858.0,56411.0,11.0,41.4,311.0,740.0,0.9794,12.1,0.0,0.0,0.0
2023-08-26 20:49:50,100651.0,2882.0,649.0,2993.0,-999.0,348115791.0,319103872.0,56359.0,11.0,41.4,311.0,740.0,0.9794,12.1,0.0,0.0,0.0
